0,-67.218,6.3425,4.6036
0.020833,-67.329,6.2003,5.7943
0.041667,-67.818,5.973,7.0826
0.0625,-68.669,5.6296,8.4611
0.083333,-69.854,5.1262,9.9044
0.10417,-71.333,4.3985,11.356
0.125,-73.049,3.3475,12.69
0.14583,-74.943,1.8618,13.6
0.16667,-77.053,0.10163,13.595
0.1875,-79.491,-1.4497,12.733
0.20833,-82.227,-2.6628,11.465
0.22917,-85.169,-3.6046,10.049
0.25,-88.233,-4.3382,8.6004
0.27083,-91.345,-4.908,7.1835
0.29167,-94.44,-5.347,5.8341
0.3125,-97.455,-5.6817,4.5709
0.33333,-100.34,-5.9338,3.3998
0.35417,-103.03,-6.121,2.3156
0.375,-105.49,-6.2576,1.3045
0.39583,-107.68,-6.3544,0.34556
0.41667,-109.57,-6.4182,-0.58685
0.4375,-111.13,-6.4522,-1.5209
0.45833,-112.33,-6.4553,-2.4851
0.47917,-113.18,-6.4222,-3.5054
0.5,-113.64,-6.3425,-4.6036
0.52083,-113.73,-6.2003,-5.7943
0.54167,-113.44,-5.973,-7.0826
0.5625,-112.77,-5.6296,-8.4611
0.58333,-111.71,-5.1262,-9.9044
0.60417,-110.24,-4.3985,-11.356
0.625,-108.32,-3.3475,-12.69
0.64583,-105.89,-1.8618,-13.6
0.66667,-102.99,-0.10163,-13.595
0.6875,-99.874,1.4497,-12.733
0.70833,-96.711,2.6628,-11.465
0.72917,-93.562,3.6046,-10.049
0.75,-90.457,4.3382,-8.6004
0.77083,-87.42,4.908,-7.1835
0.79167,-84.477,5.347,-5.8341
0.8125,-81.655,5.6817,-4.5709
0.83333,-78.985,5.9338,-3.3998
0.85417,-76.503,6.121,-2.3156
0.875,-74.245,6.2576,-1.3045
0.89583,-72.248,6.3544,-0.34556
0.91667,-70.546,6.4182,0.58685
0.9375,-69.17,6.4522,1.5209
0.95833,-68.146,6.4553,2.4851
0.97917,-67.491,6.4222,3.5054
1,-67.218,6.3425,4.6036
